RID,BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
3522,465,2016,NonResidential,Seattle,WA,98109,1929,287819,Office,176,174.6000061,550.7000122,545.9000244,48406556,48037000,0,48155040,251511
3523,466,2016,NonResidential,Seattle,WA,98101,1975,158738,Urgent Care/Clinic/Other Outpatient,389.1000061,385.6000061,1026.599976,1001,61762380,61214744,5650343.5,46528618,9571816
3524,492,2016,NonResidential,Seattle,WA,98109,1985,86995,Office,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0,2991674,0
3525,467,2016,NonResidential,Seattle,WA,98107,1999,164437,Retail Store,104,107.6999969,276,278,18390344,19031574,0,14099499,4290843
3526,468,2016,NonResidential,Seattle,WA,98109,2009,184482,Office,47.40000153,49.09999847,148.5,153.6000061,5671256,5869476.5,0,5651060,20195
3527,469,2016,NonResidential,Seattle,WA,98109,1928,55200,Laboratory,210,218.6999969,504.5,509,11594121,12072969,0,7500378,4093742
3528,470,2016,NonResidential,Seattle,WA,98109,2003,241159,Laboratory,191.3999939,197.1999969,442.7999878,449,33713876,34746128,0,20388923,13324952
3529,471,2016,NonResidential,Seattle,WA,98109,2004,139282,Office,37.29999924,37.29999924,117.3000031,117.3000031,3238216,3238216,0,3238216,0
3530,473,2016,NonResidential,Seattle,WA,98109,2009,271071,Office,42.40000153,43,131.5,133.3000031,7851334.5,7960023,0,7695280,156054
3531,474,2016,NonResidential,Seattle,WA,98109,1914,127800,Non-Refrigerated Warehouse,21.70000076,22,64.40000153,64.69999695,2767491,2811924.5,0,2545590,221900
3532,475,2016,NonResidential,Seattle,WA,98109,2002,560516,Office,80.80000305,81.59999847,202.1999969,200.6000061,30083496,30401640,0,20922584,9160910
3533,476,2016,NonResidential,Seattle,WA,98109,2001,226592,Office,90.90000153,89.80000305,281.6000061,278,11963428,11812678,0,11719809,243618
3534,477,2016,Specialty,Seattle,WA,98109,1997,535947,Other,245.1000061,255.8000031,509.3999939,515.5999756,131373880,137106112,0,64627449,66746425
3535,480,2016,NonResidential,Seattle,WA,98109,2003,159700,Other,270.3999939,275.1000061,650.5999756,655.5,31371618,31915486,0,20355803,11015812
3536,481,2016,NonResidential,Seattle,WA,98109,2006,209816,Office,51,51,135.1999969,135.1999969,6917478.5,6917478.5,0,5303806,1613672
3537,482,2016,NonResidential,Seattle,WA,98109,2006,303103,Office,40.70000076,40.90000153,123.6999969,123.9000015,7519466.5,7554767,0,7147457,372009
3538,484,2016,NonResidential,Seattle,WA,98109,1954,67380,Non-Refrigerated Warehouse,42.09999847,46.79999924,94.19999695,99.19999695,2755829,3066491.25,0,1566221,1189608
3539,487,2016,NonResidential,Seattle,WA,98109,1963,102235,Laboratory,236.5,241.5,559.5,559.7000122,24395228,24903228,0,15355254,9039972
3540,488,2016,NonResidential,Seattle,WA,98109,2008,436497,Laboratory,171.1999969,180.1999969,417,427.6000061,45252356,47629656,0,29992691,15259662
3541,489,2016,NonResidential,Seattle,WA,98119,1974,88062,Office,52.70000076,55,165.6000061,172.6000061,3415561.25,3558562.5,0,3415561,0
3542,490,2016,NonResidential,Seattle,WA,98119,1972,87178,Office,54.5,57.59999847,171.1000061,180.8000031,3632613.75,3838006.75,0,3632614,0
3543,491,2016,NonResidential,Seattle,WA,98119,1970,87178,Office,52.29999924,55.5,164.3000031,174.3000031,3493093.75,3705629,0,3493093,0
3544,493,2016,NonResidential,Seattle,WA,98119,1971,88000,Office,50,0,157,0,3484915.5,0,0,3484915,0
3545,494,2016,NonResidential,Seattle,WA,98105,1988,196749,Medical Office,176.8999939,182,411.5,416.2999878,19165116,19718338,0,11703547,7461566
3546,495,2016,NonResidential,Seattle,WA,98105,1994,191276,Medical Office,87.69999695,87.69999695,266.3999939,266.3999939,8422861,8422861,0,8005293,417567
3547,496,2016,NonResidential,Seattle,WA,98107,1946,111445,Self-Storage Facility,47.79999924,51,103,106.4000015,5697472.5,6076957,0,3007514,2689958
3548,497,2016,NonResidential,Seattle,WA,98126,1997,98475,Non-Refrigerated Warehouse,11.10000038,12,27.89999962,28.89999962,1090496.625,1178591.625,0,768997,321500
3549,498,2016,NonResidential,Seattle,WA,98109,2000,351530,Hospital (General Medical & Surgical),198.1000061,200.3000031,467.6000061,465.1000061,42709624,43178016,0,26781892,15927728
3550,500,2016,NonResidential,Seattle,WA,98125,1995,308965,Supermarket/Grocery Store,119.9000015,122.5999985,310.2000122,310.8999939,14512786,14843382,0,10680826,3831959
3551,503,2016,NonResidential,Seattle,WA,98134,2008,63225,Supermarket/Grocery Store,103.1999969,103.1999969,323.8999939,323.8999939,6522551.5,6522551.5,0,6522551,0
3552,504,2016,Specialty,Seattle,WA,98118,1955,113780,Other - Services,31.39999962,35.29999924,60,64.09999847,3574542.25,4021869,0,1470885,2103657
3553,507,2016,NonResidential,Seattle,WA,98134,1999,243044,Non-Refrigerated Warehouse,4.300000191,4.300000191,9,9,1396082.25,1396082.25,0,700977,695105
3554,508,2016,NonResidential,Seattle,WA,98103,2001,280252,Parking,93,93,291.8999939,291.8999939,11521702,11521702,0,11521701,0
3555,513,2016,NonResidential,Seattle,WA,98109,1952,66462,Other,95.5,95.5,299.8999939,299.8999939,6876439.5,6876439.5,0,6876438,0
3556,514,2016,NonResidential,Seattle,WA,98133,1997,131387,Retail Store,81.30000305,82.90000153,234.5,234,8773058,8949319,0,7704514,1068542
3557,515,2016,NonResidential,Seattle,WA,98133,1999,94400,Non-Refrigerated Warehouse,11.69999981,11.89999962,33.5,33.70000076,784364.5,800622.875,0,680865,103500
3558,516,2016,NonResidential,Seattle,WA,98133,1964,111900,Strip Mall,79,81.09999847,190.5,193,9814820,10079993,0,6390148,3424670
3559,517,2016,NonResidential,Seattle,WA,98133,1984,144776,Wholesale Club/Supercenter,92.69999695,95.5,246.1999969,249.1000061,13424079,13827966,0,10307295,3116783
3560,518,2016,NonResidential,Seattle,WA,98133,1967,114000,Retail Store,150.8999939,150.8999939,302,302,17225444,17225444,0,7836595,9388848
3561,519,2016,NonResidential,Seattle,WA,98133,1997,50083,Supermarket/Grocery Store,173,177.8000031,454.2000122,459.2000122,8663691,8901074,0,6528390,2135300
3562,520,2016,NonResidential,Seattle,WA,98103,1988,124071,Office,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,4991360.5,0,4989211,2149
3563,521,2016,NonResidential,Seattle,WA,98103,2000,90000,Office,43.29999924,43.29999924,136,136,3897738,3897738,0,3897737,0
3564,522,2016,NonResidential,Seattle,WA,98103,2001,96041,Office,87,87,273.1000061,273.1000061,5413418,5413418,0,5413417,0
3565,523,2016,NonResidential,Seattle,WA,98103,1999,280957,Office,68.69999695,68.69999695,211.3000031,211.3000031,11325513,11325513,0,10986553,336610
3566,524,2016,NonResidential,Seattle,WA,98103,1999,243334,Office,62.20000076,62.20000076,187.3999939,187.3999939,8651835,8651835,0,8116657,535178
3567,525,2016,NonResidential,Seattle,WA,98101,1991,154660,Other - Entertainment/Public Assembly,209.3000031,212.3999939,519,522.7000122,52960796,53734196,17548416,34936812,475560
3568,526,2016,NonResidential,Seattle,WA,98108,1982,390295,Office,31.60000038,31.60000038,99.30000305,99.30000305,7683885,7683885,0,7683884,0
3569,527,2016,NonResidential,Seattle,WA,98108,1967,90000,Non-Refrigerated Warehouse,15.89999962,16.29999924,46.20000076,46.70000076,1429146.375,1468317.375,0,1272922,156224
3570,528,2016,NonResidential,Seattle,WA,98108,1966,50200,Retail Store,20.89999962,23.79999924,43,46.09999847,1047461,1193084.5,0,507461,540000
3571,529,2016,NonResidential,Seattle,WA,98107,1925,94033,Office,56.59999847,60.20000076,130.8999939,134.5,4758198,5055586,0,2871051,1887147
3572,530,2016,NonResidential,Seattle,WA,98107,1941,63240,Non-Refrigerated Warehouse,3.599999905,4.300000191,6.599999905,7.400000095,227566.7031,272913.6875,0,85409,142158
3573,532,2016,NonResidential,Seattle,WA,98107,2008,322869,Parking,130.6999969,134.8000031,308.3999939,312.7000122,17085344,17628306,0,10708106,6377238
3574,533,2016,NonResidential,Seattle,WA,98119,1988,130293,Self-Storage Facility,3.599999905,3.599999905,11.19999981,11.19999981,465533.3125,465533.3125,0,465533,0
3575,534,2016,NonResidential,Seattle,WA,98119,1997,106041,Non-Refrigerated Warehouse,10.60000038,11.80000019,25.70000076,27,1123943,1254908.5,0,739343,384600
3576,536,2016,NonResidential,Seattle,WA,98119,1956,94470,Self-Storage Facility,10.60000038,12.60000038,20.70000076,22.89999962,1000796.875,1187738.375,0,432859,567938
3577,538,2016,NonResidential,Seattle,WA,98104,2002,181694,Office,49.90000153,50.90000153,156.8000031,159.6999969,7637986,7783714.5,0,7637985,0
3578,540,2016,NonResidential,Seattle,WA,98108,1966,22780,Non-Refrigerated Warehouse,17.60000038,17.60000038,55.40000153,55.40000153,402051.3125,402051.3125,0,402051,0
3579,543,2016,NonResidential,Seattle,WA,98168,1967,124472,Distribution Center,43.90000153,51,65.40000153,72.80000305,5464762,6345882.5,0,1145957,4318805
3580,774,2016,NonResidential,Seattle,WA,98104,1970,227556,Office,37.29999924,39.29999924,117.1999969,123.5,8493420,8950688,0,8493419,0
3581,544,2016,NonResidential,Seattle,WA,98168,1967,50065,Distribution Center,30.60000038,35.09999847,67.19999695,71.90000153,1529510.25,1751500.375,0,836261,693249
3582,545,2016,NonResidential,Seattle,WA,98108,1969,57540,Distribution Center,44.90000153,48.79999924,94.69999695,98.90000153,2582687,2808274.75,0,1310981,1271706
3583,546,2016,NonResidential,Seattle,WA,98108,1966,85400,Non-Refrigerated Warehouse,18,18,56.5,56.5,1536998.25,1536998.25,0,1536998,0
3584,547,2016,NonResidential,Seattle,WA,98108,1966,55700,Non-Refrigerated Warehouse,9.300000191,9.5,29.29999924,29.79999924,519806.0938,528115.6875,0,519806,0
3585,548,2016,NonResidential,Seattle,WA,98108,1964,53250,Office,34,33.40000153,77.19999695,75.30000305,1794187.25,1760992.25,0,1048173,746014
3586,549,2016,NonResidential,Seattle,WA,98109,1987,78672,Office,27.70000076,28.20000076,79.30000305,79.80000305,2179719.75,2220030.5,0,1888502,291217
3587,550,2016,NonResidential,Seattle,WA,98133,1986,64660,Non-Refrigerated Warehouse,5,5.199999809,13,13.10000038,325513,333622.5938,0,237813,87700
3588,551,2016,NonResidential,Seattle,WA,98122,1927,75844,Other,64.80000305,66.40000153,193.1999969,194.8999939,3684188.5,3774978.5,0,3406851,277337
3589,552,2016,NonResidential,Seattle,WA,98134,1968,161678,Distribution Center,57.59999847,62.09999847,142,145.5,9357230,10093972,0,6332002,3025227
3590,553,2016,NonResidential,Seattle,WA,98134,1949,101101,Distribution Center,215.6000061,211.1000061,676.5999756,662.5,21795830,21341708,0,21779250,16577
3591,554,2016,NonResidential,Seattle,WA,98134,1980,52613,Distribution Center,17.79999924,20.70000076,37.29999924,40.29999924,1061458.25,1231121.75,0,527872,533586
3592,555,2016,NonResidential,Seattle,WA,98134,1940,56608,Other,89.59999847,92.30000305,250.3999939,251,5094197,5246590,0,4253264,840932
3593,556,2016,NonResidential,Seattle,WA,98134,1953,104099,Refrigerated Warehouse,170,167.3999939,525.5,515.2000122,17695420,17427156,0,17283711,411705
3594,557,2016,NonResidential,Seattle,WA,98103,2003,58184,Supermarket/Grocery Store,284.5,291.5,620.2000122,627.5999756,14715262,15076756,0,7956442,6758820
3595,558,2016,NonResidential,Seattle,WA,98155,1980,58480,Supermarket/Grocery Store,248.8000031,254.6000061,581.9000244,588,11054535,11311432,0,6817771,4236763
3596,561,2016,NonResidential,Seattle,WA,98109,2005,336700,Office,41.59999847,42.20000076,113.5,113.5,9058916,9200102,0,7877393,0
3597,562,2016,NonResidential,Seattle,WA,98109,1996,264008,Retail Store,100.5,105.5999985,260,262.3999939,9937707,10443463,0,7307906,2629800
3598,563,2016,NonResidential,Seattle,WA,98144,1914,62220,Office,87.80000305,87.80000305,275.2999878,275.2999878,5444253.5,5444253.5,0,5431426,12827
3599,564,2016,NonResidential,Seattle,WA,98144,1970,65430,Office,46.20000076,52.09999847,100.3000031,107.5999985,3181045.5,3586460.5,0,1705793,1475252
3600,565,2016,NonResidential,Seattle,WA,98105,2006,102290,Office,72.40000153,73,223.6999969,224.3000031,6062770.5,6114351.5,0,5913177,149593
3601,566,2016,NonResidential,Seattle,WA,98122,1926,80004,Other,163.3999939,163.3999939,513,513,12232124,12232124,0,12232122,0
3602,568,2016,NonResidential,Seattle,WA,98108,1991,323916,Non-Refrigerated Warehouse,24.79999924,27.10000038,48.90000153,51.29999924,8024064.5,8767252,0,3548085,4475979
3603,569,2016,NonResidential,Seattle,WA,98144,1932,304052,Office,69.40000153,70.30000305,202.8999939,203.8000031,21027396,21290090,0,18843504,2183891
3604,570,2016,NonResidential,Seattle,WA,98102,1978,85385,Office,91.40000153,92.5,287,290.2999878,4855036.5,4910799.5,0,4855036,0
3605,571,2016,NonResidential,Seattle,WA,98108,1989,98024,Distribution Center,20.39999962,21.60000038,50.79999924,52.09999847,1988334.5,2109093.75,0,1373037,615298
3606,572,2016,NonResidential,Seattle,WA,98109,1928,65000,Office,86.80000305,91.90000153,203.5,208.8999939,2603931.25,2758081.75,0,1612547,991384
3607,573,2016,NonResidential,Seattle,WA,98109,1990,144573,Office,65.40000153,67.69999695,205.3000031,212.6999969,5135040,5318277,0,5135039,0
3608,574,2016,NonResidential,Seattle,WA,98125,1950,302812,Retail Store,24.10000038,25.70000076,63.90000153,65.5,7290824.5,7783388,0,5590290,1700534
3609,575,2016,NonResidential,Seattle,WA,98133,1974,86400,Office,116.0999985,118.5,231.1999969,232,9080022,9266020,0,4089680,4990341
3610,576,2016,NonResidential,Seattle,WA,98125,1969,98539,Strip Mall,55.29999924,55.79999924,169.8000031,170.3000031,5450441.5,5502264.5,0,5266334,184107
3611,577,2016,NonResidential,Seattle,WA,98144,1981,86483,Office,73.59999847,76.69999695,231,241,6361236.5,6636482.5,0,6361236,0
3612,578,2016,NonResidential,Seattle,WA,98106,1976,51600,Distribution Center,21.79999924,23.20000076,55.90000153,57.40000153,1124543.125,1196293.25,0,815508,309035
3613,579,2016,NonResidential,Seattle,WA,98106,1968,140520,Non-Refrigerated Warehouse,15.80000019,17.79999924,36.09999847,38.20000076,2225512,2502923.5,0,1310524,914988
3614,580,2016,NonResidential,Seattle,WA,98109,1986,154029,Office,50.59999847,50.59999847,145.6999969,145.6999969,4636396.5,4636396.5,0,4060681,575715
3615,581,2016,NonResidential,Seattle,WA,98133,2005,161789,Parking,99.69999695,101.0999985,312.5,317.1000061,6963616.5,7063953.5,0,6947606,16010
3616,582,2016,NonResidential,Seattle,WA,98133,2005,63909,Medical Office,74.59999847,74.59999847,234.1999969,234.1999969,4765753.5,4765753.5,0,4765753,0
3617,583,2016,NonResidential,Seattle,WA,98103,1948,53472,Non-Refrigerated Warehouse,17.10000038,18.70000076,31.89999962,33.70000076,971155.625,1065308.875,0,381025,590131
3618,584,2016,NonResidential,Seattle,WA,98108,1980,50417,Non-Refrigerated Warehouse,36.59999847,42.59999847,73.90000153,80.19999695,1847401,2149815.75,0,855017,992384
3619,23854,2016,NonResidential,Seattle,WA,98101,1900,43728,Restaurant,263.2000122,271.1000061,276.2999878,284.6000061,11508035,11854450,0,0,11508035
3620,585,2016,NonResidential,Seattle,WA,98133,1961,133298,Medical Office,117.3000031,120.3000031,305.1000061,308.2000122,15640994,16041286,0,11600182,4040810
3621,586,2016,NonResidential,Seattle,WA,98125,1965,168619,Retail Store,37.29999924,38.79999924,105,106.9000015,6455828.5,6718441,0,5456882,998946
3622,588,2016,NonResidential,Seattle,WA,98102,2002,251827,Parking,280.3999939,284.7000122,657.0999756,661.7000122,47102428,47837524,0,29154854,17947572
3623,589,2016,NonResidential,Seattle,WA,98109,2000,175885,Office,62.40000153,62.40000153,195.8999939,195.8999939,6486377.5,6486377.5,0,6486377,0
3624,590,2016,NonResidential,Seattle,WA,98134,1969,104786,Non-Refrigerated Warehouse,9.800000191,11,23.60000038,24.89999962,1028376.875,1153253.75,0,666718,361659
3625,592,2016,NonResidential,Seattle,WA,98134,2000,53040,Other,34.40000153,37,75,77,1770027.5,1901429.125,0,955967,814060
3626,594,2016,NonResidential,Seattle,WA,98134,1973,110689,Other,21.10000038,25.20000076,28.89999962,33.20000076,2339814.25,2789899,0,356328,1983486
3627,595,2016,NonResidential,Seattle,WA,98134,1948,53620,Office,38.40000153,40,114,117.4000015,2058955.25,2145554.75,0,1890584,168371
3628,596,2016,NonResidential,Seattle,WA,98134,1938,50008,Office,64,67.59999847,162.1000061,163.8999939,3202213,3380481.5,0,2270837,931375
3629,597,2016,NonResidential,Seattle,WA,98119,2009,291176,Office,34.20000076,34.20000076,106.5999985,106.5999985,6657348.5,6657348.5,0,6585119,72228
3630,598,2016,NonResidential,Seattle,WA,98134,1957,50832,Non-Refrigerated Warehouse,50.20000076,50.20000076,77.90000153,77.90000153,2551022.25,2551022.25,0,613991,1937032
3631,599,2016,NonResidential,Seattle,WA,98108,1971,76354,Refrigerated Warehouse,37.20000076,36.5,116.4000015,114.3000031,2843033.5,2792753.5,0,2832924,10109
3632,600,2016,NonResidential,Seattle,WA,98134,1956,98480,Non-Refrigerated Warehouse,28.79999924,29.39999962,81.19999695,81.30000305,2831565.5,2898646,0,2403347,428218
3633,601,2016,NonResidential,Seattle,WA,98103,1904,53002,Retail Store,64.40000153,67.19999695,168.3000031,171.1999969,3441643.25,3591767.75,0,2574531,867112
3634,602,2016,NonResidential,Seattle,WA,98102,2008,175918,Office,232.3000031,235.6000061,503.6000061,502,22530168,22846738,0,12047762,10482405
3635,603,2016,NonResidential,Seattle,WA,98102,1920,169785,Other,180.6999969,183.1999969,451,453.6000061,19155416,19419744,0,13249663,5905752
3636,604,2016,NonResidential,Seattle,WA,98109,1971,124721,Office,111.4000015,115,252.1999969,255.8999939,13898181,14339818,0,8069980,5828201
3637,605,2016,NonResidential,Seattle,WA,98109,1970,94002,Office,60.29999924,60.29999924,189.3000031,189.3000031,5662234,5662234,0,5662234,0
3638,606,2016,NonResidential,Seattle,WA,98108,1974,93020,Non-Refrigerated Warehouse,13.5,13.5,42.29999924,42.29999924,1252323.875,1252323.875,0,1252324,0
3639,19746,2016,NonResidential,Seattle,WA,98121,1946,23000,Other,30.89999962,36.79999924,56.09999847,63.20000076,711118.375,845892.1875,0,260639,450480
3640,607,2016,NonResidential,Seattle,WA,98118,2002,61053,Supermarket/Grocery Store,241.3000031,249.1999969,578.7000122,587,13133225,13564414,0,8474644,4658580
3641,609,2016,NonResidential,Seattle,WA,98104,1904,78920,Office,36,36,113.0999985,113.0999985,2830674.75,2830674.75,0,2830674,0
3642,610,2016,NonResidential,Seattle,WA,98104,1906,99440,Office,74.30000305,75,188.1000061,188.8000031,6606832.5,6669621.5,0,4685851,1920981
3643,611,2016,NonResidential,Seattle,WA,98104,1907,73260,Office,44.70000076,47.29999924,140.3000031,148.5,2853189.5,3020795,0,2853189,0
3644,612,2016,NonResidential,Seattle,WA,98104,1900,69817,Office,35.90000153,39.20000076,82.5,87,2178074.5,2380143.75,771085.1875,1245123,161866
3645,613,2016,NonResidential,Seattle,WA,98104,1900,84750,Office,29.79999924,30.79999924,86.09999847,87.19999695,2094724.625,2165173.25,0,1846842,247883
3646,614,2016,NonResidential,Seattle,WA,98104,1900,75496,Office,59.29999924,62.09999847,186.1000061,195,3570161.75,3740114.25,0,3570162,0
3647,615,2016,NonResidential,Seattle,WA,98104,1900,164380,Office,53,53.90000153,145.8000031,146.8000031,7655751,7778893,399538.3125,6196714,1059498
3648,616,2016,NonResidential,Seattle,WA,98104,1907,160580,Office,27,28,67.90000153,69.69999695,4336187.5,4501784,347207.9063,3014081,974898
3649,618,2016,NonResidential,Seattle,WA,98104,1909,73470,Office,48.59999847,51.59999847,152.6000061,161.8999939,3212269,3408133.75,0,3212269,0
3650,619,2016,Specialty,Seattle,WA,98104,1906,67755,Other,29.10000038,31,91.30000305,97.40000153,1904480,2031594.375,0,1904480,0
3651,620,2016,NonResidential,Seattle,WA,98134,1910,56700,Office,41.79999924,43.40000153,119.3000031,120,2371575,2462293.5,0,2045416,326159
3652,621,2016,NonResidential,Seattle,WA,98134,1922,82852,Non-Refrigerated Warehouse,26.29999924,30.20000076,54.70000076,58.79999924,2153603.5,2472120,0,1058065,1095539
3653,622,2016,NonResidential,Seattle,WA,98134,1953,76442,Other,52.29999924,60.59999847,101.6999969,110.4000015,3978277,4608482,0,1705403,2272874
3654,623,2016,NonResidential,Seattle,WA,98134,1962,92792,Distribution Center,31.89999962,35.09999847,76.40000153,79.09999847,3155496,3471977.25,0,2024573,1130923
3655,624,2016,NonResidential,Seattle,WA,98134,1941,125519,Manufacturing/Industrial Plant,15.69999981,15.69999981,49.29999924,49.29999924,2244317,2244317,0,2244317,0
3656,625,2016,NonResidential,Seattle,WA,98134,1900,129000,Office,41.70000076,41.70000076,131,131,4374646,4374646,0,4374645,0
3657,626,2016,NonResidential,Seattle,WA,98134,1954,78814,Non-Refrigerated Warehouse,10.89999962,11.60000038,28.29999924,29,861972.875,911161.3125,0,635127,226846
3658,627,2016,NonResidential,Seattle,WA,98134,1904,58970,Office,30.39999962,32.79999924,73.09999847,75.5,1776411.75,1916863.375,0,1152375,624037
3659,628,2016,NonResidential,Seattle,WA,98134,1910,75600,Distribution Center,43.70000076,43.70000076,137.1999969,137.1999969,2688675.75,2688675.75,0,2688675,0
3660,629,2016,NonResidential,Seattle,WA,98134,1907,56270,Distribution Center,18.79999924,18.79999924,59,59,1056782.125,1056782.125,0,1056782,0
3661,630,2016,NonResidential,Seattle,WA,98104,1904,66842,Office,104.5999985,103.5,244.5,241.1000061,5608600.5,5550151,0,3457540,2151060
3662,632,2016,NonResidential,Seattle,WA,98104,1909,75288,Office,44.09999847,45.40000153,138.6000061,142.5,2891605,2972492.75,0,2891229,376
3663,633,2016,NonResidential,Seattle,WA,98104,1904,184322,Office,52.70000076,52.70000076,165.6000061,165.6000061,9722890,9722890,0,9722889,0
3664,634,2016,NonResidential,Seattle,WA,98104,2009,287853,Office,89.40000153,89.40000153,280.2000122,280.2000122,25567108,25567108,0,25482582,84524
3665,635,2016,NonResidential,Seattle,WA,98134,1914,64512,Office,94.69999695,97.09999847,197.3999939,199.1000061,5968153.5,6114759.5,0,2952139,3016015
3666,637,2016,NonResidential,Seattle,WA,98134,2009,286000,Parking,366.3999939,362.6000061,1150.300049,1138.400024,63835192,63172816,0,63822136,13053
3667,638,2016,NonResidential,Seattle,WA,98134,1926,144050,Non-Refrigerated Warehouse,27.29999924,30.20000076,63.29999924,66.40000153,3929371,4347677,0,2389825,1539546
3668,639,2016,NonResidential,Seattle,WA,98104,1930,60592,Office,83.59999847,84.59999847,253.5,254.5,5049446.5,5107519.5,0,4788414,261032
3669,640,2016,NonResidential,Seattle,WA,98134,1912,1380959,Office,49.29999924,50.09999847,146.1000061,147.1999969,74130576,75252304,0,67760546,6370020
3670,641,2016,NonResidential,Seattle,WA,98134,1993,107930,Retail Store,67,70.5,189.5,193.1000061,7221482.5,7589347.5,0,6136093,1085388
3671,642,2016,NonResidential,Seattle,WA,98134,1926,99084,Non-Refrigerated Warehouse,16.29999924,18.60000038,33.90000153,36.29999924,1618110.375,1838287.25,0,795088,823022
3672,647,2016,NonResidential,Seattle,WA,98106,1953,72719,Distribution Center,35.5,38.20000076,96.09999847,100.4000015,2581741.75,2774363.5,0,2045435,536307
3673,649,2016,NonResidential,Seattle,WA,98134,1930,76624,Office,36.20000076,41.29999924,105.3000031,121.5,2773647.5,3166841.75,0,2468547,305100
3674,650,2016,NonResidential,Seattle,WA,98105,2001,91706,Office,150.3000031,150.3000031,472.1000061,472.1000061,8570571,8570571,0,8570570,0
3675,651,2016,NonResidential,Seattle,WA,98109,2008,129093,Medical Office,203.1999969,210,473.6000061,480.7999878,19248732,19892050,0,11800324,7448407
3676,652,2016,NonResidential,Seattle,WA,98106,1991,138106,Office,70.40000153,70.40000153,221,221,8381834.5,8381834.5,0,8381833,0
3677,654,2016,NonResidential,Seattle,WA,98108,1973,56572,Retail Store,42.59999847,44.90000153,93.30000305,95.69999695,2409429,2540840.5,0,1315085,1094344
3678,655,2016,Residential,Seattle,WA,98104,2002,117950,Multifamily Housing,27,29.10000038,83.69999695,89.90000153,3187950.75,3434358.5,0,3121375,66575
3679,656,2016,NonResidential,Seattle,WA,98104,2004,225982,Medical Office,102.6999969,103.6999969,246.8999939,245.3000031,20560622,20764814,7815663,12744957,0
3680,657,2016,NonResidential,Seattle,WA,98121,2006,516407,Parking,76.30000305,78.90000153,199.1999969,202,39403320,40754364,0,29432803,9970512
3681,658,2016,NonResidential,Seattle,WA,98104,2000,312512,Office,82.40000153,82.40000153,257.7999878,257.7999878,25747022,25747022,0,25619164,127855
3682,659,2016,NonResidential,Seattle,WA,98101,2005,1592914,Office,45.29999924,45.5,140,140.1999969,56498868,56785916,986403.1875,55123924,388532
3683,660,2016,NonResidential,Seattle,WA,98101,1926,97720,Office,33.70000076,33.70000076,105.6999969,105.6999969,2478025.25,2478025.25,0,2478025,0
3684,661,2016,NonResidential,Seattle,WA,98104,1985,422503,Medical Office,87.40000153,87.40000153,264.7000122,264.7000122,17254810,17254810,994154.3125,16260654,0
3685,671,2016,NonResidential,Seattle,WA,98122,1987,94500,Medical Office,50.90000153,50.5,159.8999939,158.5,5792926,5739540,0,5792925,0
3686,673,2016,NonResidential,Seattle,WA,98106,2005,94713,Retail Store,49.40000153,53,131.5,135.3000031,5417598,5820712.5,0,4182901,1234697
3687,674,2016,NonResidential,Seattle,WA,98122,2008,302902,Medical Office,73.30000305,73.5,223.8000031,224.1000061,14751117,14802479,0,14155468,595647
3688,677,2016,NonResidential,Seattle,WA,98104,1973,319911,Medical Office,88.30000305,90.69999695,236.3000031,238.5,15067340,15490998,3593940.25,11473398,0
3689,678,2016,NonResidential,Seattle,WA,98104,1900,205521,Office,56.70000076,58.90000153,124.6999969,127.4000015,8138616.5,8455976,2068666.75,4325997,1743952
3690,679,2016,NonResidential,Seattle,WA,98104,1900,56700,Office,54.29999924,54.29999924,170.3999939,170.3999939,3065954.5,3065954.5,0,3065954,0
3691,680,2016,NonResidential,Seattle,WA,98134,1925,72000,Office,37.90000153,38,116.1999969,116.4000015,2729167.75,2739121.5,0,2632591,96576
3692,681,2016,NonResidential,Seattle,WA,98109,2000,191146,Office,49.5,49.5,155.5,155.5,5101504.5,5101504.5,0,5101504,0
3693,682,2016,NonResidential,Seattle,WA,98121,2001,68763,Other - Recreation,180.6000061,191.8999939,343.1000061,355,9029489,9596839,0,3670762,5358726
3694,683,2016,NonResidential,Seattle,WA,98118,1994,102133,Strip Mall,192.8999939,199.3000031,443,447.6000061,20725996,21406232,0,12356956,8369038
3695,684,2016,Residential,Seattle,WA,98121,1989,358176,Multifamily Housing,30.39999962,31.10000038,95.40000153,97.59999847,8393893,8594217,0,8393892,0
3696,685,2016,NonResidential,Seattle,WA,98101,2008,362046,Office,66.59999847,66.59999847,207.8000031,207.8000031,15725581,15725581,0,15566951,158627
3697,688,2016,Residential,Seattle,WA,98104,2002,228288,Multifamily Housing,55.59999847,58.5,0,0,5974993.5,6284895.5,0,1966947,0
3698,689,2016,NonResidential,Seattle,WA,98109,1994,81336,Lifestyle Center,160.8000031,164.1999969,405.2999878,406.2000122,13085297,13360349,0,9206777,3878519
3699,690,2016,NonResidential,Seattle,WA,98101,2001,538933,Office,43.70000076,44.59999847,137.1999969,140,16020642,16339807,0,16020640,0
